nom_standard,F18-24,population,POURCENTAGE_ETUDIANTS
Massy,785.0,50833,1.5442724214585015
Le Port,619.0,32784,1.8881161542215714
Sainte-Geneviève-des-Bois,722.0,36944,1.9543092247726288
Goussainville,930.0,32217,2.8866747369401247
Millau,695.0,21482,3.235266734940881
Ajaccio,2496.0,72647,3.4357922557022316
Saint-Louis,2833.0,79683,3.5553380269317167
Gap,1518.0,40111,3.78449801800005
Franconville,1435.0,37411,3.835770228007805
Biscarrosse,547.0,14034,3.897677069972923
Romilly-sur-Seine,590.0,14623,4.034739793476031
Montreuil,4603.0,112703,4.084185869054062
Valserhône,686.0,16434,4.174272848971644
Creutzwald,557.0,12772,4.361102411525211
Fresnes,1308.0,29950,4.367278797996661
Saint-Gratien,938.0,21297,4.404376203221111
Montauban,2768.0,61677,4.487896622728083
Vierzon,1155.0,25045,4.611698941904572
Bastia,2257.0,48296,4.673264866655623
Obernai,567.0,12015,4.719101123595506
Bollène,659.0,13830,4.765003615328995
Villefranche-de-Rouergue,559.0,11681,4.785549182433011
Porto-Vecchio,533.0,11040,4.827898550724638
Romorantin-Lanthenay,887.0,18206,4.872020213116555
Gien,649.0,13305,4.8778654641112364
Saint-Brevin-les-Pins,709.0,14473,4.89877703309611
Montélimar,1959.0,39790,4.923347574767529
Fréjus,2748.0,55750,4.92914798206278
L'Isle-sur-la-Sorgue,993.0,20029,4.957811173797992
Saint-André,3042.0,61182,4.972050603118564
Buxerolles,503.0,10034,5.012955949770779
Issoudun,570.0,11314,5.038006010252785
Arles,2594.0,50968,5.089467901428348
Saint-Pierre,4610.0,89817,5.132658628099358
Château-Gontier-sur-Mayenne,873.0,16845,5.182546749777382
Annecy,6840.0,131766,5.191020445334912
Saint-Malo,2446.0,46995,5.204809022236408
Apt,580.0,10889,5.326476260446322
Grasse,2596.0,48708,5.329719963866306
Les Herbiers,868.0,16266,5.336284273945654
Orange,1521.0,28454,5.3454698812117805
Dieppe,1510.0,28091,5.375387134669467
Béziers,4234.0,78683,5.381086130422073
Châteauroux,2374.0,43331,5.478756548429531
Concarneau,1116.0,20209,5.522292048097382
Igny,577.0,10368,5.56520061728395
Challans,1225.0,21900,5.5936073059360725
Valréas,525.0,9381,5.596418292292933
Vitry-le-François,652.0,11458,5.690347355559434
Fouesnant,574.0,10060,5.705765407554672
Bergerac,1519.0,26360,5.762518968133536
Châtillon,2245.0,38930,5.76676085281274
Montluçon,1961.0,33822,5.79800130092839
Cahors,1173.0,20159,5.81874100897862
Cavaillon,1509.0,25832,5.841591824094147
Pontarlier,1043.0,17738,5.880031570639305
Saintes,1500.0,25412,5.902723122934047
Auch,1334.0,22518,5.924149569233502
Paris,127767.0,2145906,5.953988664927541
Saint-Amand-Montrond,568.0,9490,5.985247629083245
Dinard,622.0,10235,6.077186126038105
Lunel,1602.0,26356,6.078312338746396
Amboise,766.0,12569,6.094359137560665
Oloron-Sainte-Marie,651.0,10653,6.11095466065897
Saint-Quentin,3262.0,53100,6.143126177024482
Cestas,1041.0,16932,6.148121899362154
Villeneuve-sur-Lot,1337.0,21690,6.164130935915169
Bourges,3982.0,64362,6.18688045741276
Calais,4193.0,67544,6.20780528248253
Thionville,2571.0,41383,6.2126960346035816
Segré-en-Anjou Bleu,1102.0,17660,6.240090600226501
Colmar,4266.0,68294,6.2465223884967935
Cannes,4540.0,72435,6.26768827224408
Mont-de-Marsan,1884.0,29953,6.289854104764131
Limoux,644.0,10161,6.3379588623167
Petit-Caux,612.0,9654,6.339341205717837
Guéret,805.0,12698,6.339581036383682
La Flèche,959.0,15078,6.360259981429898
Fontenay-le-Comte,841.0,13138,6.401278733444969
Tarnos,829.0,12914,6.4193898095090605
Niort,3808.0,58966,6.457958823728928
Mende,803.0,12336,6.50940337224384
Fécamp,1176.0,18054,6.51379195746095
Le Havre,10824.0,165830,6.527166375203522
Bayeux,827.0,12640,6.542721518987342
Montaigu-Vendée,1347.0,20578,6.545825639031976
Carpentras,1969.0,29865,6.593001841620626
Saint-Rémy-de-Provence,640.0,9692,6.60338423442014
La Teste-de-Buch,1735.0,26269,6.604743233469108
Carentan-les-Marais,676.0,10227,6.60995404321893
Questembert,526.0,7937,6.627189114274914
Nice,22830.0,343477,6.646733260160069
Épernay,1491.0,22362,6.667561041051783
Pia,691.0,10334,6.686665376427327
Cholet,3640.0,54357,6.696469635925456
Carmaux,661.0,9870,6.6970618034447815
Quimper,4254.0,63473,6.702062294203835
Brie-Comte-Robert,1286.0,19161,6.711549501591775
Laon,1617.0,24091,6.712050143207008
Abbeville,1537.0,22895,6.713256169469317
Autun,888.0,13205,6.724725482771678
Châlons-en-Champagne,2997.0,44336,6.759743774810538
Sainte-Anne,1999.0,29547,6.765492266558365
Champagnole,545.0,8040,6.778606965174129
Cherbourg-en-Cotentin,5274.0,77789,6.779878903186826
Le Mans,9942.0,145155,6.849230133305777
Lure,546.0,7960,6.85929648241206
Castelnaudary,861.0,12467,6.906232453677709
Vauvert,793.0,11465,6.916703009158308
Sélestat,1337.0,19279,6.935007002437886
Thouars,974.0,13917,6.998634763239203
Villefranche-sur-Saône,2527.0,36009,7.017690021938959
Nevers,2276.0,32284,7.049931854788751
Plaisance-du-Touch,1375.0,19462,7.06504984071524
Bar-le-Duc,1034.0,14592,7.0860745614035086
Barentin,868.0,12239,7.0920826864939945
Langres,546.0,7682,7.107524082270242
Beaune,1431.0,20122,7.11161912334758
Saint-Sulpice-la-Pointe,676.0,9480,7.1308016877637135
Thonon-les-Bains,2612.0,36626,7.131545896357778
Sallanches,1217.0,16986,7.16472389026257
Plouhinec,669.0,9305,7.189682966147233
Brive-la-Gaillarde,3302.0,45910,7.1923328250925715
Aurillac,1850.0,25703,7.197603392600086
Mauguio,1209.0,16714,7.233456982170636
Soissons,2091.0,28888,7.238299639988923
Le Teil,640.0,8841,7.239000113109377
Mâcon,2494.0,34414,7.247050618934154
Vendôme,1143.0,15680,7.289540816326531
Lavaur,794.0,10892,7.289753947851635
Argentan,977.0,13401,7.2905007089023215
Antibes,5476.0,74709,7.32977285199909
Dole,1736.0,23611,7.35250518825971
Agde,2149.0,29201,7.35933700900654
Reignier-Ésery,601.0,8150,7.374233128834355
Vire Normandie,1250.0,16935,7.381163271331562
Verdun,1262.0,17090,7.384435342305442
Thuir,595.0,8057,7.38488271068636
Saint-Dizier,1706.0,23085,7.390080138618151
Carcassonne,3455.0,46673,7.40256679450646
Draguignan,2921.0,39434,7.407313485824416
Manosque,1711.0,23018,7.433313059344861
Narbonne,4177.0,56123,7.442581472836449
Lézignan-Corbières,830.0,11112,7.469402447804176
Senlis,1144.0,15290,7.482014388489208
Vesoul,1115.0,14866,7.500336337952375
Lons-le-Saunier,1287.0,17092,7.5298385209454715
La Roche-sur-Foron,842.0,11155,7.548184670551322
Saint-Paul,8351.0,110227,7.576183693650377
Nîmes,11198.0,147496,7.592070293431687
Caussade,521.0,6819,7.640416483355331
Pamiers,1223.0,15938,7.6734847534195
Menton,2358.0,30679,7.686039310277389
Hirson,669.0,8685,7.70293609671848
Nemours,1001.0,12966,7.72019126947401
Yvetot,874.0,11280,7.74822695035461
Fourmies,886.0,11403,7.769885117951417
Thiers,893.0,11470,7.785527462946817
Blois,3636.0,46660,7.792541791684526
Baugé-en-Anjou,918.0,11735,7.82275244993609
Bréal-sous-Montfort,509.0,6506,7.8235474946203505
Sisteron,601.0,7669,7.836745338375277
Gujan-Mestras,1735.0,22036,7.873479760392085
Parentis-en-Born,547.0,6928,7.8954965357967675
Chinon,637.0,8063,7.900285253627683
Chalon-sur-Saône,3567.0,45094,7.910143256309043
Landerneau,1270.0,16025,7.925117004680188
Albertville,1574.0,19830,7.937468482097831
Pontchâteau,878.0,11030,7.960108794197643
Saint-André-de-Cubzac,1018.0,12735,7.993718099725166
Évron,693.0,8667,7.995846313603323
Castelsarrasin,1133.0,14131,8.017833132828533
Pierrelatte,1100.0,13708,8.024511234315728
Lunéville,1435.0,17858,8.035614290514054
Miribel,820.0,10202,8.037639678494413
Châteaudun,1041.0,12949,8.039230828635416
Solliès-Pont,963.0,11974,8.042425254718557
Noyon,1067.0,13197,8.085170872167916
Le Malesherbois,650.0,8004,8.120939530234883
Thônes,537.0,6599,8.137596605546294
Oyonnax,1814.0,22271,8.145121458398814
Chantonnay,688.0,8434,8.157457908465734
Clermont-l'Hérault,748.0,9126,8.196362042515888
Brignais,1017.0,12403,8.199629121986616
Uzès,690.0,8390,8.224076281287248
Royan,1534.0,18638,8.230496834424294
Perpignan,9729.0,118032,8.242679951199674
Moissac,1133.0,13738,8.247197554229144
Saint-Raphaël,2973.0,35974,8.264301995885917
Meaux,4611.0,55709,8.27693909422176
Essarts en Bocage,770.0,9300,8.279569892473118
Livron-sur-Drôme,767.0,9254,8.288307758807003
Digne-les-Bains,1401.0,16864,8.307637571157494
Beaucaire,1326.0,15898,8.340671782614164
Dunkerque,7223.0,86545,8.345947195100814
Sanary-sur-Mer,1434.0,17173,8.350317358644384
Fougères,1716.0,20505,8.36869056327725
Beauvais,4764.0,56889,8.37420239413595
Avignon,7597.0,90597,8.385487378169255
Châteaugiron,884.0,10541,8.386301109951617
Freyming-Merlebach,1077.0,12840,8.38785046728972
Gisors,1001.0,11863,8.438000505774255
Sète,3772.0,44576,8.461952620244077
Machecoul-Saint-Même,650.0,7626,8.523472331497508
Aix-les-Bains,2659.0,31100,8.54983922829582
Guilherand-Granges,938.0,10965,8.554491564067487
Janzé,732.0,8523,8.58852516719465
Villers-Cotterêts,896.0,10392,8.622016936104696
Nozay,767.0,8859,8.657862061180719
Albi,4267.0,49094,8.691489795086976
Hettange-Grande,674.0,7753,8.693409002966595
Pont-Sainte-Maxence,1088.0,12512,8.695652173913043
Parthenay,879.0,10108,8.69608231104076
Ozoir-la-Ferrière,1802.0,20712,8.700270374662033
Montereau-Fault-Yonne,1906.0,21888,8.70796783625731
Rochefort,2060.0,23653,8.709254640003381
Villerupt,882.0,10098,8.73440285204991
Ambert,580.0,6636,8.74020494273659
Charleville-Mézières,4055.0,46388,8.74148486677589
Cluses,1490.0,16976,8.777097078228087
Évreux,4114.0,46869,8.777656873413129
Pornic,1484.0,16886,8.788345374866752
Auxonne,671.0,7621,8.80461881642829
Mayenne,1128.0,12805,8.809058961343224
Borgo,816.0,9254,8.817808515236655
Laval,4380.0,49617,8.827619565874599
Alençon,2277.0,25744,8.844779366065879
Toulon,15895.0,179659,8.847316304777383
La Ferté-Bernard,786.0,8863,8.86832900823649
Morteau,608.0,6851,8.874616844256312
Saint-Loubès,886.0,9953,8.901838641615594
Pleurtuit,622.0,6959,8.938065814053743
Dax,1882.0,21044,8.943166698346323
Tulle,1282.0,14314,8.956266592147548
Commentry,549.0,6100,9.0
Aubenas,1117.0,12403,9.005885672821092
Pont-à-Mousson,1294.0,14357,9.013025005223932
Sarreguemines,1855.0,20555,9.024568231573827
Annemasse,3404.0,37485,9.080965719621181
Trois-Rivières,841.0,9238,9.10370210002165
Charvieu-Chavagneux,930.0,10194,9.123013537374925
Quimperlé,1102.0,12077,9.12478264469653
Annonay,1493.0,16359,9.12647472339385
Alès,3928.0,42867,9.163225791401311
Pithiviers,834.0,9067,9.198191242969008
Sorgues,1742.0,18930,9.202324352879028
La Baule-Escoublac,1493.0,16160,9.238861386138614
Granville,1162.0,12558,9.253065774804906
Rumilly,1500.0,16190,9.264978381717109
Roanne,3194.0,34415,9.280836844399245
Belley,856.0,9207,9.297273813402846
Guérande,1493.0,16042,9.306819598553796
Ernée,526.0,5641,9.324587839035631
Cuers,1147.0,12298,9.326719791836071
Nérac,642.0,6854,9.36679311351036
Saint-Flour,606.0,6451,9.393892419779878
Belin-Béliet,548.0,5831,9.398044932258617
Châtillon-sur-Seine,503.0,5352,9.398355754857997
Saverne,1064.0,11303,9.41343006281518
Marseille,82321.0,870321,9.458693976130645
Aurec-sur-Loire,584.0,6166,9.471294193966916
