NOM,EPCI,F18-24
Haudainville,200049187,28
Haudiomont,245501176,3
Haumont-près-Samogneux,200049187,0
Heippes,200066165,0
Hennemont,245501176,4
Herbeuville,245501176,5
Herméville-en-Woëvre,245501242,7
Heudicourt-sous-les-Côtes,200034874,5
Hévilliers,200066108,3
Horville-en-Ornois,200066108,2
Houdelaincourt,200066108,5
Inor,200066132,7
Ippécourt,200066140,2
Iré-le-Sec,245501259,2
Les Islettes,200066116,21
Les Trois-Domaines,200066140,3
Jametz,245501259,6
Jonville-en-Woëvre,200034874,3
Jouy-en-Argonne,200066116,1
Geville,200034874,13
Julvécourt,200066165,0
Juvigny-en-Perthois,200066108,2
Juvigny-sur-Loison,245501259,5
Kœur-la-Grande,245500327,6
Kœur-la-Petite,245500327,4
Labeuville,245501176,0
Lachalade,200066116,1
Lachaussée,200034874,6
Lacroix-sur-Meuse,245500327,22
Lahaymeix,200066140,2
Lahayville,200034874,1
Laheycourt,245501184,4
Laimont,245501184,9
Lamorville,200034874,7
Lamouilly,200066132,4
Landrecourt-Lempire,200066165,4
Laneuville-au-Rupt,200066157,1
Laneuville-sur-Meuse,200066132,8
Lanhères,245501242,4
Latour-en-Woëvre,245501176,3
Lavallée,200066140,1
Lavincourt,200066108,1
Lavoye,200066140,2
Lemmes,200066165,9
Lérouville,200066157,39
Levoncourt,200066140,2
Lignières-sur-Aire,200066140,0
Ligny-en-Barrois,200033025,112
Liny-devant-Dun,200066132,9
Lion-devant-Dun,200066132,7
Lisle-en-Barrois,200066140,0
L'Isle-en-Rigault,200066108,17
Lissey,200066173,1
Loisey,200033025,3
Loison,200066173,3
Longeaux,200033025,2
Longchamps-sur-Aire,200066140,2
Longeville-en-Barrois,200033025,25
Loupmont,200034874,0
Louppy-le-Château,200066140,1
Louppy-sur-Loison,245501259,2
Louvemont-Côte-du-Poivre,200049187,0
Luzy-Saint-Martin,200066132,6
Maizeray,245501176,0
Maizey,245500327,5
Malancourt,200066116,3
Mandres-en-Barrois,200066108,0
Mangiennes,200066173,9
Manheulles,245501176,8
Marchéville-en-Woëvre,245501176,3
Marre,200049187,5
Marson-sur-Barboure,200066157,0
Martincourt-sur-Meuse,200066132,5
Marville,245501259,19
Maucourt-sur-Orne,245501242,0
Maulan,200066108,1
Mauvages,200066108,6
Maxey-sur-Vaise,200066157,8
Mécrin,200066157,6
Méligny-le-Grand,200066157,3
Méligny-le-Petit,200066157,0
Menaucourt,200033025,9
Ménil-aux-Bois,245500327,1
Ménil-la-Horgne,200066157,4
Ménil-sur-Saulx,200066108,7
Merles-sur-Loison,200066173,3
Milly-sur-Bradon,200066132,2
Mogeville,245501242,1
Mognéville,245501184,10
Moirey-Flabas-Crépion,200066173,1
Montblainville,200066116,1
Montbras,200066157,0
Mont-devant-Sassey,200066132,2
Montfaucon-d'Argonne,200066116,7
Les Monthairons,200066165,9
Montiers-sur-Saulx,200066108,7
Montigny-devant-Sassey,200066132,1
Montigny-lès-Vaucouleurs,200066157,0
Montmédy,245501259,60
Montplonne,200066108,5
Montsec,200034874,0
Montzéville,200049187,3
Moranville,245501242,2
Morgemoulin,245501242,7
Chanteraine,200033025,6
Morley,200066108,8
Mouilly,245501176,0
Moulainville,245501242,4
Moulins-Saint-Hubert,200066132,4
Moulotte,245501176,3
Mouzay,200066132,12
Murvaux,200066132,3
Val-d'Ornain,200033025,22
Muzeray,200066173,6
Naives-en-Blois,200066157,7
Naives-Rosières,200033025,13
Naix-aux-Forges,200033025,5
Nançois-le-Grand,200066157,2
Nançois-sur-Ornain,200033025,8
Nant-le-Grand,200033025,1
Nant-le-Petit,200066108,5
Nantillois,200066132,2
Nantois,200033025,4
Nepvant,200066132,3
Nettancourt,245501184,8
Le Neufour,200066116,0
Neuville-en-Verdunois,200066140,0
Neuville-lès-Vaucouleurs,200066157,6
Neuville-sur-Ornain,245501184,5
Neuvilly-en-Argonne,200066116,3
Nicey-sur-Aire,200066140,0
Nixéville-Blercourt,200066165,11
Nonsard-Lamarche,200034874,1
Nouillonpont,200066173,5
Noyers-Auzécourt,245501184,4
Nubécourt,200066140,5
Olizy-sur-Chiers,200066132,8
Ornes,200049187,0
Osches,200066165,0
Ourches-sur-Meuse,200066157,2
Pagny-la-Blanche-Côte,200066157,5
Pagny-sur-Meuse,200066157,29
Pareid,245501176,4
Parfondrupt,245501242,0
Les Paroches,245500327,9
Peuvillers,200066173,2
Pierrefitte-sur-Aire,200066140,3
Pillon,200066173,10
Pintheville,245501176,1
Pont-sur-Meuse,200066157,3
Pouilly-sur-Meuse,200066132,5
Pretz-en-Argonne,200066140,1
Quincy-Landzécourt,245501259,0
Rambluzin-et-Benoite-Vaux,200066165,0
Rambucourt,200034874,5
Rancourt-sur-Ornain,245501184,4
Ranzières,245500327,1
Rarécourt,200066116,1
Récicourt,200066116,4
Récourt-le-Creux,200066165,5
Reffroy,200066157,5
Regnéville-sur-Meuse,200066116,1
Rembercourt-Sommaisne,200066140,4
Remennecourt,245501184,0
Remoiville,245501259,3
Resson,200033025,7
Revigny-sur-Ornain,245501184,82
Réville-aux-Bois,200066173,3
Riaville,245501176,3
Ribeaucourt,200066108,1
Richecourt,200034874,0
Rigny-la-Salle,200066157,7
Rigny-Saint-Martin,200066157,2
Robert-Espagne,200033025,23
Les Roises,200066108,1
Romagne-sous-les-Côtes,200066173,3
Romagne-sous-Montfaucon,200066116,8
Ronvaux,245501176,4
Raival,200066140,5
Rouvres-en-Woëvre,245501242,34
Rouvrois-sur-Meuse,245500327,4
Rouvrois-sur-Othain,200066173,5
Rumont,200033025,1
Rupt-aux-Nonains,200066108,4
Rupt-devant-Saint-Mihiel,200066140,2
Rupt-en-Woëvre,200066165,5
Rupt-sur-Othain,200066173,0
Saint-Amand-sur-Ornain,200033025,0
Saint-André-en-Barrois,200066165,6
Saint-Aubin-sur-Aire,200066157,5
Saint-Germain-sur-Meuse,200066157,4
Saint-Hilaire-en-Woëvre,245501176,3
Saint-Jean-lès-Buzy,245501242,8
Saint-Joire,200066108,2
Saint-Julien-sous-les-Côtes,200034874,4
Saint-Laurent-sur-Othain,200066173,13
Saint-Maurice-sous-les-Côtes,200034874,6
Saint-Mihiel,245500327,99
Saint-Pierrevillers,200066173,3
Saint-Remy-la-Calonne,245501176,3
Salmagne,200033025,11
Sampigny,245500327,14
Samogneux,200049187,4
Sassey-sur-Meuse,200066132,1
Saudrupt,200066108,9
Saulmory-Villefranche,200066132,3
Saulvaux,200066157,3
Saulx-lès-Champlon,245501176,3
Sauvigny,200066157,8
Sauvoy,200066157,0
Savonnières-devant-Bar,200033025,8
Savonnières-en-Perthois,200066108,6
Seigneulles,200066140,3
Senon,200066173,8
Senoncourt-les-Maujouy,200066165,4
Septsarges,200066116,2
Sepvigny,200066157,4
Seuzey,245500327,5
Silmont,200033025,2
Sivry-la-Perche,200049187,4
Sivry-sur-Meuse,200066132,14
Sommedieue,200066165,36
Sommeilles,245501184,4
Sommelonne,200066108,8
Sorbey,200066173,5
Sorcy-Saint-Martin,200066157,22
Les Souhesmes-Rampont,200066165,3
Souilly,200066165,11
Spincourt,200066173,24
Stainville,200066108,4
Stenay,200066132,87
Taillancourt,200066157,2
Tannois,200033025,9
Thierville-sur-Meuse,200049187,96
Thillombois,200066140,0
Thillot,245501176,5
Thonne-la-Long,245501259,5
Thonne-le-Thil,245501259,10
Thonne-les-Près,245501259,4
Thonnelle,245501259,6
Tilly-sur-Meuse,200066165,11
Trémont-sur-Saulx,200033025,13
Trésauvaux,245501176,1
Tréveray,200066108,11
Seuil-d'Argonne,200066140,9
Cousances-lès-Triconville,200066157,2
Tronville-en-Barrois,200033025,41
Troussey,200066157,11
Troyon,245500327,3
Ugny-sur-Meuse,200066157,3
Vacherauville,200049187,6
Vadelaincourt,200066165,0
Vadonville,200066157,8
Varennes-en-Argonne,200066116,11
Varnéville,200034874,1
Valbois,200034874,0
Vassincourt,245501184,14
Vaubecourt,200066140,3
Vaucouleurs,200066157,49
Vaudeville-le-Haut,200066108,0
Vaudoncourt,200066173,1
Vauquois,200066116,1
Douaumont-Vaux,200049187,1
Vaux-lès-Palameix,245500327,3
Vavincourt,200033025,11
Velaines,200033025,22
Velosnes,245501259,4
Verdun,200049187,826
Verneuil-Grand,245501259,1
Verneuil-Petit,245501259,8
Véry,200066116,4
Vigneulles-lès-Hattonchâtel,200034874,38
Vigneul-sous-Montmédy,245501259,0
Vignot,200066157,27
Villécloye,245501259,5
Ville-devant-Belrain,200066140,0
Ville-devant-Chaumont,200066173,2
Ville-en-Woëvre,245501176,3
Villeroy-sur-Méholle,200066157,1
Villers-aux-Vents,245501184,0
Villers-devant-Dun,200066132,0
Villers-le-Sec,200066108,3
Villers-lès-Mangiennes,200066173,2
Villers-sous-Pareid,245501176,2
Villers-sur-Meuse,200066165,3
Ville-sur-Cousances,200066165,5
Ville-sur-Saulx,200066108,3
Villotte-devant-Louppy,200066140,2
Villotte-sur-Aire,200066140,7
Vilosnes-Haraumont,200066132,3
Vittarville,200066173,3
Void-Vacon,200066157,34
Vouthon-Bas,200066108,2
Vouthon-Haut,200066108,3
Waly,200066140,2
Warcq,245501242,5
Watronville,245501176,4
Wavrille,200066173,3
Willeroncourt,200066157,3
Wiseppe,200066132,2
Woël,245501176,7
Woimbey,200066140,1
Xivray-et-Marvoisin,200034874,3
Allaire,243500741,92
Ambon,200027027,55
Arradon,200067932,182
Arzal,200027027,40
Arzon,200067932,24
Augan,200066785,38
Auray,200043123,511
Baden,200067932,80
Bangor,245600465,15
Baud,200096675,166
Béganne,243500741,26
Beignon,200066785,35
Belz,200043123,56
Berné,245614417,46
Berric,245614383,41
Bignan,200096683,71
Billiers,200027027,18
Billio,200096683,6
Bohal,200066785,17
Brandérion,200042174,31
Brandivy,200067932,24
Brech,200043123,176
Bréhan,245614433,48
Brignac,200066777,1
Bubry,200042174,38
Buléon,200096683,15
Caden,245614383,43
Calan,200042174,26
Camoël,244400610,24
Camors,200043123,47
Campénéac,200066777,44
Carentoir,200066785,61
Carnac,200043123,71
Caro,200066785,20
Caudan,200042174,183
La Chapelle-Neuve,200096675,22
Cléguer,200042174,63
Cléguérec,245614433,66
Colpo,200067932,67
Concoret,200066777,9
Cournon,200066785,15
Le Cours,245614383,16
Crach,200043123,67
Crédin,245614433,36
Le Croisty,245614417,14
La Croix-Helléan,200066777,16
Cruguel,200066777,14
Damgan,200027027,15
Elven,200067932,201
Erdeven,200043123,75
Étel,200043123,25
Évriguet,200066777,2
Le Faouët,245614417,60
Férel,244400610,56
Les Fougerêts,243500741,28
La Gacilly,200066785,76
Gâvres,200042174,10
Gestel,200042174,74
Gourhel,200066777,15
Gourin,245614417,120
Grand-Champ,200067932,136
La Grée-Saint-Laurent,200066777,14
Groix,200042174,31
Guégon,200066777,61
Guéhenno,200096683,7
Gueltas,245614433,8
Guémené-sur-Scorff,245614417,15
Guénin,200096675,37
Guer,200066785,194
Guern,245614433,30
Le Guerno,200027027,23
Guidel,200042174,231
Guillac,200066777,26
Guilliers,200066777,43
Guiscriff,245614417,42
Helléan,200066777,8
Hennebont,200042174,441
Le Hézo,200067932,25
Hœdic,200043123,2
Île-d'Houat,200043123,2
Île-aux-Moines,200067932,13
Île-d'Arz,200067932,1
Inguiniel,200042174,42
Inzinzac-Lochrist,200042174,157
Josselin,200066777,60
Kerfourn,245614433,21
Kergrist,245614433,18
Kervignac,245600440,150
Landaul,200043123,68
Landévant,200043123,89
Lanester,200042174,801
Langoëlan,245614417,8
Langonnet,245614417,18
Languidic,200042174,209
Forges de Lanouée,200066777,42
Lantillac,200066777,3
Lanvaudan,200042174,15
Lanvénégen,245614417,20
Larmor-Baden,200067932,11
Larmor-Plage,200042174,136
Larré,245614383,20
Lauzach,245614383,21
Lignol,245614417,14
Limerzel,245614383,23
Lizio,200066785,14
Locmalo,245614417,21
Locmaria,245600465,19
Locmaria-Grand-Champ,200067932,48
Locmariaquer,200043123,20
Locminé,200096683,200
Locmiquélic,200042174,91
Locoal-Mendon,200043123,76
Locqueltas,200067932,50
Lorient,200042174,3104
Loyat,200066777,43
Malansac,245614383,49
Malestroit,200066785,42
Malguénac,245614433,28
Marzan,200027027,48
Mauron,200066777,57
Melrand,200096675,28
Ménéac,200066777,15
Merlevenez,245600440,84
Meslan,245614417,32
Meucon,200067932,63
Missiriac,200066785,14
Mohon,200066777,16
Molac,245614383,37
Monteneuf,200066785,17
Monterblanc,200067932,77
Montertelot,200066777,8
Moréac,200096683,106
Moustoir-Ac,200096683,39
Muzillac,200027027,99
Évellys,200096683,83
Néant-sur-Yvel,200066777,27
Neulliac,245614433,35
Nivillac,200027027,77
Nostang,245600440,34
Noyal-Muzillac,200027027,50
Noyal-Pontivy,245614433,93
Le Palais,245600465,39
Péaule,200027027,69
Peillac,243500741,39
Pénestin,244400610,37
Persquen,245614417,8
Plaudren,200067932,30
Plescop,200067932,288
Pleucadeuc,200066785,38
Pleugriffet,245614433,22
Ploemel,200043123,54
Ploemeur,200042174,366
Ploërdut,245614417,14
Ploeren,200067932,183
Ploërmel,200066777,282
Plouay,200042174,137
Plougoumelen,200067932,68
Plouharnel,200043123,30
Plouhinec,245600440,123
Plouray,245614417,17
Pluherlin,245614383,30
Plumelec,200096683,49
Pluméliau-Bieuzy,200096675,82
Plumelin,200096683,54
Plumergat,200043123,71
Pluneret,200043123,150
Pluvigner,200043123,164
Pontivy,245614433,745
Pont-Scorff,200042174,106
Porcaro,200066785,20
Port-Louis,200042174,44
Priziac,245614417,22
Questembert,245614383,207
Quéven,200042174,214
Quiberon,200043123,59
Quistinic,200042174,27
Radenac,245614433,25
Réguiny,245614433,54
Réminiac,200066785,13
Riantec,200042174,118
Rieux,243500741,63
La Roche-Bernard,200027027,21
Rochefort-en-Terre,245614383,9
Val d'Oust,200066777,51
Rohan,245614433,38
Roudouallec,245614417,17
Ruffiac,200066785,30
Le Saint,245614417,7
Saint-Abraham,200066785,14
Saint-Aignan,245614433,4
Saint-Allouestre,200096683,27
Saint-Armel,200067932,15
Saint-Avé,200067932,355
Saint-Barthélemy,200096675,23
Saint-Brieuc-de-Mauron,200066777,7
Sainte-Brigitte,245614433,6
Saint-Caradec-Trégomel,245614417,5
Saint-Congard,200066785,13
Saint-Dolay,200027027,56
Saint-Gérand-Croixanvec,245614433,36
Saint-Gildas-de-Rhuys,200067932,15
Saint-Gonnery,245614433,23
Saint-Gorgon,243500741,9
Saint-Gravé,245614383,6
Saint-Guyomard,200066785,24
Sainte-Hélène,245600440,26
Saint-Jacut-les-Pins,243500741,43
Saint-Jean-Brévelay,200096683,70
Saint-Jean-la-Poterie,243500741,22
Saint-Laurent-sur-Oust,200066785,8
Saint-Léry,200066777,10
Saint-Malo-de-Beignon,200066785,25
Saint-Malo-des-Trois-Fontaines,200066777,21
Saint-Marcel,200066785,18
Saint-Martin-sur-Oust,200066785,28
Saint-Nicolas-du-Tertre,200066785,9
Saint-Nolff,200067932,98
Saint-Perreux,243500741,20
Saint-Philibert,200043123,21
Saint-Pierre-Quiberon,200043123,26
Saint-Servant,200066777,23
Saint-Thuriau,245614433,56
Saint-Tugdual,245614417,6
Saint-Vincent-sur-Oust,243500741,34
Sarzeau,200067932,132
Sauzon,245600465,15
Séglien,245614433,16
Séné,200067932,285
Sérent,200066785,76
Silfiac,245614433,10
Le Sourn,245614433,47
Sulniac,200067932,92
Surzur,200067932,103
Taupont,200066777,60
Théhillac,243500741,9
Theix-Noyalo,200067932,209
Le Tour-du-Parc,200067932,19
Tréal,200066785,8
Trédion,200067932,32
Treffléan,200067932,76
Tréhorenteuc,200066777,0
La Trinité-Porhoët,200066777,14
La Trinité-sur-Mer,200043123,27
La Trinité-Surzur,200067932,48
Vannes,200067932,3001
La Vraie-Croix,245614383,24
Le Bono,200067932,46
Sainte-Anne-d'Auray,200043123,64
Kernascléden,245614417,15
Aboncourt,245701354,8
Aboncourt-sur-Seille,245701206,3
Abreschviller,200068146,32
Achain,245701206,3
Achen,200069441,30
Adaincourt,245700133,4
Adelange,245700133,3
Ajoncourt,245701206,6
Alaincourt-la-Côte,245701206,3
Albestroff,245701206,10
Algrange,245701222,230
Alsting,245700372,60
Altrippe,200067502,7
Altviller,200067502,10
Alzing,200067486,8
Amanvillers,200039865,81
Amelécourt,245701206,4
Amnéville,245701271,373
Ancerville,200039907,10
Ancy-Dornot,200070738,38
Angevillers,245701362,25
Antilly,200039949,2
Anzeling,200067486,11
Apach,200067486,20
Arraincourt,245700133,3
Argancy,200039949,37
Arriance,245700133,9
Arry,200070738,7
Ars-Laquenexy,200039865,36
Ars-sur-Moselle,200039865,177
Arzviller,245700950,13
Aspach,200068146,1
Assenoncourt,200068146,1
Attilloncourt,245701206,1
Aube,200039907,9
Audun-le-Tiche,245701404,216
Augny,200039865,63
Aulnois-sur-Seille,245701206,5
Aumetz,245701404,66
Avricourt,200068146,18
Ay-sur-Moselle,200039949,50
Azoudange,200068146,5
Bacourt,245701206,3
Baerenthal,200069441,12
Bambiderstroff,245700133,19
Bannay,200067650,0
Le Ban-Saint-Martin,200039865,212
Barchain,200068146,3
Baronville,200067502,11
Barst,245700398,14
Bassing,245701206,4
Baudrecourt,245701206,1
Bazoncourt,200067957,13
Bébing,200068146,5
Béchy,200039907,18
Behren-lès-Forbach,245700372,241
Bellange,245701206,1
Bénestroff,245701206,11
Béning-lès-Saint-Avold,245700398,42
Berg-sur-Moselle,245700695,10
Bérig-Vintrange,200067502,3
Berling,245700950,4
Bermering,245701206,2
Berthelming,200068146,15
Bertrange,245701354,73
Berviller-en-Moselle,200067650,7
Bettange,200067650,7
Bettborn,200068146,12
Bettelainville,245701354,23
Betting,245700398,19
Bettviller,200069441,13
Beux,200039907,8
Beyren-lès-Sierck,245700695,17
Bezange-la-Petite,245701206,1
Bibiche,200067486,12
Bickenholtz,200068146,2
Bidestroff,245701206,3
Biding,200067502,14
Bining,200069441,35
Bioncourt,245701206,3
Bionville-sur-Nied,200067650,8
Belles-Forêts,200068146,6
Bisten-en-Lorraine,245701164,9
Bistroff,200067502,12
Bitche,200069441,149
Blanche-Église,245701206,1
Bliesbruck,200070746,27
Blies-Ébersing,200070746,10
Blies-Guersviller,200070746,12
Boucheporn,245700133,8
Boulange,245701404,65
Boulay-Moselle,200067650,185
Bourgaltroff,245701206,10
Bourdonnay,245701206,11
Bourscheid,245700950,8
Bousbach,245700372,39
Bousse,245701354,60
Bousseviller,200069441,2
Boust,245700695,17
Boustroff,200067502,9
Bouzonville,200067486,150
Bréhain,245701206,5
Breidenbach,200069441,7
Breistroff-la-Grande,245700695,24
Brettnach,200067486,8
Bronvaux,245701271,14
Brouck,200067650,0
Brouderdorff,200068146,21
Brouviller,245700950,18
Brulange,200067502,2
Buchy,200039907,2
Buding,245701354,14
Budling,245701354,6
Buhl-Lorraine,200068146,34
Burlioncourt,245701206,4
Burtoncourt,200067957,3
Cappel,245700398,23
Carling,200067502,99
Cattenom,245700695,73
Chailly-lès-Ennery,200039949,11
Chambrey,245701206,7
Chanville,200039907,3
Charleville-sous-Bois,200067957,5
Charly-Oradour,200039949,21
Château-Bréhain,245701206,2
Château-Rouge,200067650,5
Château-Salins,245701206,83
Château-Voué,245701206,3
Châtel-Saint-Germain,200039865,76
Chémery-les-Deux,200067486,11
Cheminot,200039907,21
Chenois,245701206,1
Chérisey,200039907,4
Chesny,200039865,9
Chicourt,245701206,1
Chieulles,200039865,10
Clouange,245701271,124
Cocheren,245700372,77
Coincy,200067957,8
Coin-lès-Cuvry,200039865,24
Coin-sur-Seille,200039865,9
Colligny-Maizery,200067957,15
Colmen,200067486,2
Condé-Northen,200067650,15
Conthil,245701206,4
Contz-les-Bains,245700695,17
Corny-sur-Moselle,200070738,69
Coume,200067650,20
Courcelles-Chaussy,200067957,108
Courcelles-sur-Nied,200067957,39
Craincourt,245701206,3
Créhange,245700133,113
Creutzwald,245701164,410
Cutting,245701206,1
Cuvry,200039865,20
Dabo,245700950,49
Dalem,200067650,16
Dalhain,245701206,3
Dalstein,200067486,12
Danne-et-Quatre-Vents,245700950,21
Dannelbourg,245700950,10
Delme,245701206,40
Denting,200067650,3
Desseling,200068146,0
Destry,200067502,2
Diane-Capelle,200068146,5
Diebling,245700372,43
Dieuze,245701206,97
Diffembach-lès-Hellimer,200067502,6
Distroff,245701354,49
Dolving,200068146,6
Domnom-lès-Dieuze,245701206,3
Donjeux,245701206,0
Donnelay,245701206,4
Ébersviller,200067486,19
Éblange,200067650,10
Éguelshardt,200069441,5
Eincheville,200067502,6
Elvange,245700133,13
Elzange,245701354,18
Enchenberg,200069441,31
Ennery,200039949,52
Entrange,245700695,22
Epping,200069441,11
Erching,200069441,10
Ernestviller,200070746,11
Erstroff,200067502,4
Escherange,245700695,21
Les Étangs,200067957,7
Etting,200069441,16
Etzling,245700372,16
Évrange,245700695,2
Failly,200067957,9
Falck,200067650,59
Fameck,245701222,525
Farébersviller,245700398,211
Farschviller,245700372,31
Faulquemont,245700133,178
Fénétrange,200068146,20
Fèves,200039949,31
Féy,200039865,18
Filstroff,200067486,15
Fixem,245700695,11
Flastroff,200067486,6
Fleisheim,200068146,3
Flétrange,245700133,31
Fleury,200039907,31
Flévy,200039949,23
Flocourt,200039907,2
Florange,245701222,392
Folkling,245700372,39
Folschviller,200067502,146
Fonteny,245701206,4
Fontoy,245701362,85
Forbach,245700372,867
Fossieux,245701206,2
Foulcrey,200068146,5
Fouligny,245700133,10
Foville,200039907,2
Francaltroff,245701206,19
Fraquelfing,200068146,2
Frauenberg,200070746,17
Freistroff,200067486,21
Frémery,245701206,4
Frémestroff,200067502,5
Fresnes-en-Saulnois,245701206,3
Freybouse,200067502,9
Freyming-Merlebach,245700398,477
Fribourg,200068146,5
Gandrange,200039949,100
Garrebourg,245700950,13
Gavisse,245700695,17
Gelucourt,245701206,4
Gerbécourt,245701206,2
Givrycourt,245701206,5
Glatigny,200067957,3
Goetzenbruck,200069441,37
Goin,200039907,6
Gomelange,200067650,17
Gondrexange,200068146,16
Gorze,200070738,24
Gosselming,200068146,15
Gravelotte,200039865,33
Grémecey,245701206,1
Gréning,200067502,1
Grindorff-Bizing,200067486,5
Grosbliederstroff,200070746,73
Gros-Réderching,200069441,35
Grostenquin,200067502,20
Grundviller,200070746,14
Guebenhouse,200070746,7
Guébestroff,245701206,2
Guéblange-lès-Dieuze,245701206,7
Le Val-de-Guéblange,200070746,24
Guébling,245701206,1
Guénange,245701354,241
Val-de-Bride,245701206,11
Guenviller,245700398,15
Guermange,200068146,4
Guerstling,200067486,5
Guerting,245701164,27
Guessling-Hémering,200067502,31
Guinglange,245700133,10
Guinkirchen,200067650,1
Guinzeling,245701206,1
Guntzviller,245700950,6
Haboudange,245701206,8
Hagen,245700695,8
Hagondange,200039949,350
Hallering,245700133,0
Halstroff,200067486,5
Basse-Ham,245701362,61
Ham-sous-Varsberg,245701164,78
Hambach,200070746,86
Hampont,245701206,5
Hangviller,245700950,10
Hannocourt,245701206,1
Han-sur-Nied,245700133,4
Hanviller,200069441,6
Haraucourt-sur-Seille,245701206,3
Hargarten-aux-Mines,200067650,28
Harprich,200067502,2
Harreberg,200068146,13
Hartzviller,200068146,27
Haselbourg,245700950,7
Haspelschiedt,200069441,4
Hattigny,200068146,8
Hauconcourt,200039949,20
Haut-Clocher,200068146,11
Havange,245701362,15
Hayange,245701222,521
Hayes,200067957,4
Hazembourg,200070746,2
Heining-lès-Bouzonville,200067486,9
Hellering-lès-Fénétrange,200068146,5
Hellimer,200067502,17
Helstroff,200067650,7
Hémilly,245700133,3
Héming,200068146,15
Henridorff,245700950,20
Henriville,245700398,10
Hérange,245700950,3
Hermelange,200068146,3
Herny,245700133,10
Hertzing,200068146,5
Hesse,200068146,20
Hestroff,200067486,14
Hettange-Grande,245700695,199
Hilbesheim,200068146,19
Hilsprich,200070746,22
Hinckange,200067650,6
Holacourt,245700133,5
Holling,200067486,14
Holving,200070746,33
Hombourg-Budange,245701354,13
Hombourg-Haut,245700398,203
Hommarting,200068146,16
Hommert,200068146,5
Honskirch,245701206,5
L'Hôpital,200067502,167
Hoste,245700398,17
Hottviller,200069441,13
Hultehouse,245700950,6
Hundling,200070746,40
Hunting,200067486,18
Ibigny,200068146,1
Illange,245701362,39
Imling,200068146,22
Inglange,245701354,17
Insming,245701206,13
Insviller,245701206,4
Ippling,200070746,23
Jallaucourt,245701206,1
Jouy-aux-Arches,200070738,60
Jury,200039865,49
Jussy,200039865,10
Juvelize,245701206,2
Juville,245701206,2
Kalhausen,200070746,20
Kanfen,245700695,29
Kappelkinger,200070746,6
Kédange-sur-Canner,245701354,36
Kemplich,245701354,5
Kerbach,245700372,26
Kerling-lès-Sierck,200067486,16
Kerprich-aux-Bois,200068146,1
Kirsch-lès-Sierck,200067486,5
Kirschnaumen,200067486,8
Kirviller,200070746,3
Klang,245701354,5
Knutange,245701222,126
Kœnigsmacker,245701354,61
Haute-Kontz,245700695,15
Kuntzig,245701362,39
Lachambre,200067502,19
Lafrimbolle,200068146,4
Lagarde,245701206,5
Lambach,200069441,9
Landange,200068146,6
Landroff,200067502,8
Laneuveville-lès-Lorquin,200068146,6
Laneuveville-en-Saulnois,245701206,5
Langatte,200068146,19
Languimberg,200068146,5
Laning,200067502,23
Laquenexy,200039865,41
Laudrefang,245700133,8
Laumesfeld,200067486,5
Launstroff,200067486,7
Lelling,200067502,18
Lemberg,200069441,33
Lemoncourt,245701206,1
Lemud,200039907,19
Lengelsheim,200069441,5
Léning,245701206,7
Lesse,245701206,8
Lessy,200039865,22
Ley,245701206,0
Leyviller,200067502,10
Lezey,245701206,2
Lidrezing,245701206,5
Liederschiedt,200069441,2
Liéhon,200039907,6
Lindre-Basse,245701206,3
Lindre-Haute,245701206,0
Liocourt,245701206,2
Lixheim,245700950,24
Lixing-lès-Rouhling,200070746,23
Lixing-lès-Saint-Avold,200067502,19
Lhor,245701206,0
Lommerange,245701362,7
Longeville-lès-Metz,200039865,178
Longeville-lès-Saint-Avold,245700133,109
Lorquin,200068146,24
Lorry-lès-Metz,200039865,48
Lorry-Mardigny,200039865,17
Lostroff,245701206,1
Loudrefing,245701206,14
Loupershouse,200070746,24
Loutzviller,200069441,0
Louvigny,200039907,30
Lubécourt,245701206,2
Lucy,245701206,4
Luppy,200039907,9
Luttange,245701354,26
Lutzelbourg,245700950,8
Macheren,200067502,77
Mainvillers,245700133,6
Maizeroy,200067957,7
Maizières-lès-Metz,200039949,443
Maizières-lès-Vic,245701206,16
Malaucourt-sur-Seille,245701206,2
Malling,245701354,9
Malroy,200039949,9
Manderen-Ritzing,200067486,15
Manhoué,245701206,5
Manom,245701362,102
Many,245700133,7
Marange-Silvange,245701271,211
Marange-Zondrange,245700133,12
Marieulles,200039865,21
Marimont-lès-Bénestroff,245701206,3
Marly,200039865,292
Marsal,245701206,8
Marsilly,200067957,14
Marthille,245701206,4
La Maxe,200039865,26
Maxstadt,200067502,4
Mécleuves,200039865,38
Mégange,200067650,3
Meisenthal,200069441,7
Menskirch,200067486,2
Merschweiller,200067486,5
Merten,200067650,20
Métairies-Saint-Quirin,200068146,7
Metting,245700950,15
Metz,200039865,8024
Metzeresche,245701354,17
Metzervisse,245701354,45
Metzing,245700372,11
Mey,200039865,13
Mittelbronn,245700950,20
Mittersheim,200068146,14
Molring,245701206,0
Momerstroff,200067650,8
Moncheux,200039907,3
Moncourt,245701206,2
Mondelange,200039949,215
Mondorff,245700695,12
Monneren,245701354,17
Montbronn,200069441,39
Montdidier,245701206,1
Montenach,200067486,8
Montigny-lès-Metz,200039865,866
Montois-la-Montagne,245701271,57
Ogy-Montoy-Flanville,200067957,49
Morhange,200067502,112
Morsbach,245700372,74
Morville-lès-Vic,245701206,1
Morville-sur-Nied,245701206,2
