INSEE;NOM;EPCI;DEP;REG;F0-2;F3-5;F6-10;F11-17;F18-24;F25-39;F40-54;F55-64;F65-79;F80+;;H0-2;H3-5;H6-10;H11-17;H18-24;H25-39;H40-54;H55-64;H65-79;H80+
55118;Cléry-le-Grand;200066132;D55;R44;2;2;2;3;0;8;5;10;6;3;;2;3;3;7;0;7;11;12;5;1
55119;Cléry-le-Petit;200066132;D55;R44;1;1;11;6;3;14;16;11;18;11;;1;1;11;9;4;15;16;16;16;9
55120;Combles-en-Barrois;200033025;D55;R44;3;10;15;38;11;45;98;70;92;24;;6;8;19;33;13;41;83;64;79;25
55121;Combres-sous-les-Côtes;245501176;D55;R44;3;0;5;4;0;11;12;10;9;5;;0;3;3;4;0;15;11;5;15;0
55122;Commercy;200066157;D55;R44;61;81;137;244;206;409;510;375;469;361;;64;73;141;242;204;455;480;332;360;151
55123;Les Hauts-de-Chée;200066140;D55;R44;8;16;19;28;13;47;72;54;60;14;;9;18;21;41;23;51;81;56;63;18
55124;Consenvoye;200066116;D55;R44;2;9;8;15;12;29;27;19;17;19;;8;7;9;8;9;26;34;15;20;14
55125;Contrisson;245501184;D55;R44;11;11;24;38;12;67;81;59;59;23;;8;10;29;55;19;64;88;54;62;13
55127;Courcelles-en-Barrois;200066140;D55;R44;2;4;2;1;0;6;1;2;4;2;;0;1;2;0;0;5;2;2;3;2
55128;Courcelles-sur-Aire;200066140;D55;R44;0;0;1;0;0;5;1;5;4;2;;0;2;2;1;0;3;3;3;7;2
55129;Courouvre;200066140;D55;R44;0;1;0;0;0;1;6;6;2;0;;1;0;1;1;2;2;7;2;4;0
55132;Cousances-les-Forges;200066108;D55;R44;23;33;59;74;42;148;163;130;114;54;;25;24;55;76;55;153;173;126;115;35
55133;Couvertpuis;200066108;D55;R44;0;1;1;1;2;1;9;7;9;5;;3;2;2;3;1;5;13;8;9;5
55134;Couvonges;245501184;D55;R44;2;2;4;6;7;14;18;12;7;4;;2;4;4;12;8;14;15;11;7;1
55137;Cuisy;200066116;D55;R44;2;0;1;1;0;6;2;4;3;2;;0;2;4;2;0;3;7;2;4;1
55138;Culey;200033025;D55;R44;2;1;3;10;3;5;16;14;8;3;;0;2;3;7;4;5;17;14;9;2
55139;Cumières-le-Mort-Homme;200049187;D55;R44;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0
55140;Cunel;200066132;D55;R44;0;1;1;1;1;1;1;0;1;1;;1;0;0;1;0;1;3;1;1;1
55141;Dagonville;200066157;D55;R44;1;2;1;2;2;6;5;8;7;5;;2;3;1;5;3;6;9;4;13;0
55142;Dainville-Bertheléville;200066108;D55;R44;1;0;1;6;3;8;14;9;15;6;;1;0;2;6;1;7;10;12;18;3
55143;Damloup;245501242;D55;R44;1;0;6;6;4;10;16;8;9;1;;4;2;3;6;3;10;17;10;7;5
55144;Dammarie-sur-Saulx;200066108;D55;R44;4;4;5;13;8;26;37;26;36;22;;6;5;9;23;15;27;46;25;29;13
55145;Damvillers;200066173;D55;R44;7;7;14;22;15;46;65;48;57;29;;8;13;22;20;30;41;54;47;62;11
55146;Dannevoux;200066132;D55;R44;2;3;5;13;5;11;23;14;18;7;;1;1;7;13;4;11;18;15;24;2
55148;Delouze-Rosières;200066108;D55;R44;2;1;1;6;2;7;9;9;11;4;;0;3;4;8;3;14;10;11;12;1
55149;Delut;200066173;D55;R44;1;1;3;5;5;11;11;6;4;8;;4;3;6;12;4;11;13;5;5;4
55150;Demange-Baudignécourt;200066108;D55;R44;5;6;10;22;11;29;56;49;43;18;;4;5;16;24;18;38;55;47;38;19
55153;Dieppe-sous-Douaumont;245501242;D55;R44;3;1;7;10;2;19;22;10;10;12;;4;3;6;15;5;9;30;14;10;3
55154;Dieue-sur-Meuse;200066165;D55;R44;20;16;25;85;46;114;152;112;146;49;;25;24;47;60;43;103;144;84;114;32
55155;Dombasle-en-Argonne;200066116;D55;R44;7;7;16;19;8;37;38;25;25;16;;7;5;17;21;12;34;43;21;28;9
55156;Dombras;200066173;D55;R44;2;1;5;7;4;14;14;8;14;4;;1;2;4;8;3;10;15;14;8;0
55157;Dommartin-la-Montagne;245501176;D55;R44;1;0;2;0;1;3;8;2;3;1;;0;1;1;3;5;5;5;4;6;1
55158;Dommary-Baroncourt;200066173;D55;R44;16;13;25;36;18;61;72;42;61;23;;6;10;22;40;25;55;96;46;39;18
55159;Dompcevrin;245500327;D55;R44;6;7;7;15;10;22;24;22;44;14;;3;6;10;18;11;26;31;27;42;8
55160;Dompierre-aux-Bois;245500327;D55;R44;0;0;0;2;1;0;8;2;5;2;;0;0;1;2;0;0;2;7;4;2
55162;Domremy-la-Canne;200066173;D55;R44;1;1;2;0;0;2;0;5;4;2;;0;0;0;0;0;2;2;4;5;2
55163;Doncourt-aux-Templiers;245501176;D55;R44;1;0;1;2;1;2;9;6;4;3;;1;1;2;3;4;4;6;4;2;1
55165;Doulcon;200066132;D55;R44;3;7;14;19;9;32;39;28;47;21;;4;9;11;28;10;30;35;29;42;11
55166;Dugny-sur-Meuse;200066165;D55;R44;13;22;39;72;32;112;131;114;92;59;;22;25;50;51;35;99;130;95;94;25
55167;Dun-sur-Meuse;200066132;D55;R44;3;15;12;14;15;44;53;48;77;66;;6;11;11;33;20;40;52;43;57;18
55168;Duzey;200066173;D55;R44;1;2;2;3;1;5;5;4;2;3;;0;0;1;1;1;6;3;4;1;0
55169;Écouviez;245501259;D55;R44;9;9;15;30;14;57;48;38;22;11;;8;10;13;31;11;50;60;47;31;1
55170;Écurey-en-Verdunois;200066173;D55;R44;1;0;4;5;1;8;12;9;8;9;;0;2;2;3;4;11;15;12;8;4
55171;Eix;245501242;D55;R44;9;7;4;14;7;29;29;14;12;7;;2;4;12;20;4;23;28;17;12;5
55172;Les Éparges;245501176;D55;R44;0;2;1;2;1;7;7;4;4;5;;0;1;1;2;4;3;8;7;5;1
55173;Épiez-sur-Meuse;200066157;D55;R44;0;1;1;1;0;1;5;2;6;2;;0;1;0;3;0;2;7;2;2;3
55174;Épinonville;200066116;D55;R44;1;1;3;3;1;9;5;8;2;3;;0;3;3;3;4;4;7;5;9;2
55175;Érize-la-Brûlée;200066140;D55;R44;0;3;3;8;2;15;18;14;23;1;;0;3;8;5;7;16;23;14;18;1
55177;Érize-la-Petite;200066140;D55;R44;0;0;3;2;1;3;5;6;2;3;;0;2;0;2;1;4;5;3;3;1
55178;Érize-Saint-Dizier;200066140;D55;R44;3;5;4;9;2;19;17;16;16;2;;6;4;5;8;7;17;19;10;17;2
55179;Erneville-aux-Bois;200066157;D55;R44;4;2;6;3;1;15;13;7;13;7;;2;5;2;7;4;14;12;10;18;2
55180;Esnes-en-Argonne;200066116;D55;R44;0;0;11;6;3;12;12;9;6;6;;1;3;4;13;6;9;18;11;5;1
55181;Étain;245501242;D55;R44;62;59;118;138;126;266;332;220;302;185;;53;55;110;188;120;294;331;181;246;104
55182;Éton;200066173;D55;R44;1;3;6;12;4;18;24;10;14;8;;4;4;6;21;5;17;27;10;12;3
55183;Étraye;200066173;D55;R44;2;0;0;0;0;2;2;7;2;0;;0;0;0;2;3;2;4;8;2;1
55184;Euville;200066157;D55;R44;36;41;55;73;36;133;183;116;120;51;;23;23;55;76;42;127;155;130;128;41
55185;Èvres;200066140;D55;R44;4;1;5;4;3;5;8;6;8;3;;1;2;3;1;2;8;5;7;12;1
55186;Fains-Véel;200033025;D55;R44;17;22;52;69;35;111;213;212;228;117;;24;25;54;83;45;118;202;185;210;71
55188;Flassigny;245501259;D55;R44;0;2;2;0;3;3;4;2;0;3;;2;0;2;2;1;5;5;2;4;2
55189;Fleury-devant-Douaumont;200049187;D55;R44;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0
55191;Foameix-Ornel;245501242;D55;R44;6;3;10;15;1;19;23;17;15;4;;3;4;13;13;3;14;22;23;14;3
55192;Fontaines-Saint-Clair;200066132;D55;R44;1;0;1;0;0;6;2;1;6;3;;0;0;3;1;0;2;4;3;4;2
55193;Forges-sur-Meuse;200066116;D55;R44;2;1;2;6;3;13;11;7;13;6;;2;1;3;3;1;14;10;10;11;3
55194;Foucaucourt-sur-Thabas;200066140;D55;R44;0;2;4;2;2;2;5;6;3;2;;1;0;3;4;3;3;5;6;4;1
55195;Fouchères-aux-Bois;200066108;D55;R44;2;0;3;6;4;6;17;9;14;4;;0;4;3;7;3;4;13;7;15;4
55196;Frémeréville-sous-les-Côtes;200034874;D55;R44;0;1;5;6;5;14;13;7;9;2;;1;5;5;9;5;8;17;13;3;1
55197;Fresnes-au-Mont;200066140;D55;R44;1;2;4;11;4;13;19;8;15;2;;1;4;6;14;4;13;22;10;12;2
55198;Fresnes-en-Woëvre;245501176;D55;R44;12;15;20;27;11;63;57;45;45;33;;15;9;20;29;20;70;68;40;39;18
55199;Froidos;200066116;D55;R44;1;1;4;0;2;9;11;5;7;4;;1;2;3;4;3;8;9;5;9;2
55200;Fromeréville-les-Vallons;200049187;D55;R44;5;6;13;4;7;20;21;14;11;7;;3;5;2;9;4;22;25;19;8;4
55201;Fromezey;245501242;D55;R44;0;2;5;0;1;6;5;6;4;0;;2;0;2;3;0;5;4;7;6;1
55202;Futeau;200066116;D55;R44;1;1;5;3;2;11;9;9;22;6;;1;1;4;4;4;12;9;13;22;8
55204;Génicourt-sur-Meuse;200066165;D55;R44;7;7;5;19;8;32;34;12;15;5;;9;3;5;22;11;27;29;27;10;3
55206;Gercourt-et-Drillancourt;200066116;D55;R44;3;3;4;4;1;11;11;3;11;2;;2;2;5;5;1;12;9;5;10;2
55207;Géry;200066140;D55;R44;0;0;1;6;0;1;9;5;3;0;;1;0;2;5;1;2;8;2;6;1
55208;Gesnes-en-Argonne;200066116;D55;R44;1;0;3;2;2;8;5;3;3;3;;1;1;4;1;1;5;4;3;3;0
55210;Gimécourt;200066140;D55;R44;0;0;3;0;0;3;4;3;3;1;;1;0;2;2;1;3;4;3;4;1
55211;Gincrey;245501242;D55;R44;1;1;4;3;1;5;7;1;5;4;;2;2;3;3;0;5;6;4;3;1
55212;Girauvoisin;200034874;D55;R44;2;0;2;2;3;6;3;11;3;1;;0;2;4;4;1;7;7;14;7;2
55214;Givrauval;200033025;D55;R44;4;4;8;13;7;19;31;25;14;6;;6;1;9;15;9;21;30;31;20;4
55215;Gondrecourt-le-Château;200066108;D55;R44;5;17;19;37;22;61;80;87;123;80;;9;16;23;42;31;60;102;70;141;38
55216;Gouraincourt;200066173;D55;R44;3;0;1;1;4;10;1;4;4;1;;4;2;2;1;5;5;4;3;4;1
55217;Goussaincourt;200066157;D55;R44;3;1;3;3;3;6;10;7;9;6;;2;6;2;4;3;7;8;7;19;4
55218;Gremilly;200066173;D55;R44;2;3;4;2;0;7;3;2;1;0;;0;0;2;2;0;4;3;2;2;0
55219;Grimaucourt-en-Woëvre;245501242;D55;R44;0;5;2;4;2;8;13;7;7;1;;2;1;6;3;7;9;9;6;6;5
55220;Grimaucourt-près-Sampigny;200066157;D55;R44;2;0;1;7;1;4;11;8;4;2;;0;2;3;4;4;4;10;8;5;3
55221;Guerpont;200033025;D55;R44;2;6;4;9;4;14;20;29;21;10;;5;6;7;9;9;14;24;30;13;7
55222;Gussainville;245501242;D55;R44;0;0;0;1;0;3;3;2;2;1;;2;1;3;2;0;4;3;2;1;1
55224;Haironville;200066108;D55;R44;7;7;15;43;19;43;74;29;46;12;;8;8;10;42;25;46;62;40;31;10
55225;Halles-sous-les-Côtes;200066132;D55;R44;3;2;5;5;1;11;13;6;14;10;;2;1;7;8;2;13;15;11;8;3
55226;Han-lès-Juvigny;245501259;D55;R44;2;3;6;5;1;16;10;2;6;4;;2;4;5;14;3;14;11;4;8;1
55228;Hannonville-sous-les-Côtes;245501176;D55;R44;6;8;13;19;10;44;41;40;59;55;;9;6;14;14;17;33;38;32;52;34
55229;Han-sur-Meuse;245500327;D55;R44;3;3;6;12;3;23;24;22;22;8;;3;11;12;9;5;19;28;16;33;5
55232;Harville;245501176;D55;R44;1;0;1;4;3;10;8;9;6;4;;2;4;6;4;3;14;12;10;9;2
55236;Haudainville;200049187;D55;R44;12;9;35;45;28;71;104;60;78;25;;9;14;39;63;21;64;102;63;74;19
55237;Haudiomont;245501176;D55;R44;4;6;10;10;3;21;26;18;11;7;;2;6;5;10;7;22;25;20;16;3
55239;Haumont-près-Samogneux;200049187;D55;R44;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0
55241;Heippes;200066165;D55;R44;3;2;5;1;0;6;7;6;7;1;;0;1;3;4;0;9;9;3;6;3
55242;Hennemont;245501176;D55;R44;3;2;2;3;4;10;14;5;8;3;;3;2;4;4;2;12;9;12;9;0
55243;Herbeuville;245501176;D55;R44;3;5;3;6;5;10;21;18;14;5;;3;2;3;8;4;13;26;9;19;4
55244;Herméville-en-Woëvre;245501242;D55;R44;0;1;5;13;7;13;27;15;20;16;;2;2;7;10;8;13;24;15;22;8
55245;Heudicourt-sous-les-Côtes;200034874;D55;R44;1;3;2;5;5;10;21;14;15;8;;2;0;4;4;8;12;18;17;10;5
55246;Hévilliers;200066108;D55;R44;3;3;2;5;3;18;12;8;9;3;;4;6;3;6;0;22;16;14;9;4
55247;Horville-en-Ornois;200066108;D55;R44;1;1;2;2;2;2;4;5;5;1;;0;0;1;0;0;4;5;6;6;1
55248;Houdelaincourt;200066108;D55;R44;4;2;3;8;5;18;28;34;29;11;;2;1;3;15;8;17;25;28;29;10
55250;Inor;200066132;D55;R44;0;7;9;7;7;17;16;12;18;6;;5;4;3;7;2;14;13;15;17;6
55251;Ippécourt;200066140;D55;R44;2;2;3;5;2;8;12;9;5;5;;1;4;1;5;2;12;11;6;4;3
55252;Iré-le-Sec;245501259;D55;R44;3;4;6;7;2;21;16;3;8;4;;3;2;8;8;4;18;18;11;4;3
55253;Les Islettes;200066116;D55;R44;10;12;17;30;21;57;68;55;58;33;;6;10;23;31;13;48;81;59;61;15
55254;Les Trois-Domaines;200066140;D55;R44;3;1;7;4;3;10;11;9;12;7;;0;4;1;6;0;11;12;7;12;3
55255;Jametz;245501259;D55;R44;3;2;11;9;6;19;31;16;11;10;;2;6;12;22;10;23;29;20;14;3
55256;Jonville-en-Woëvre;200034874;D55;R44;5;1;3;8;3;9;19;7;18;3;;0;2;8;7;2;9;18;11;10;1
55257;Jouy-en-Argonne;200066116;D55;R44;0;0;2;0;1;3;4;4;3;4;;0;0;0;2;0;3;7;4;4;4
55258;Geville;200034874;D55;R44;17;13;18;31;13;68;55;31;36;18;;11;12;25;40;24;60;62;32;40;13
55260;Julvécourt;200066165;D55;R44;0;0;1;0;0;4;7;5;3;5;;0;1;1;4;2;3;7;7;4;3
55261;Juvigny-en-Perthois;200066108;D55;R44;3;2;4;5;2;8;16;9;9;16;;3;2;3;11;1;6;17;11;9;3
55262;Juvigny-sur-Loison;245501259;D55;R44;3;7;13;12;5;23;32;18;13;9;;3;3;9;10;7;24;28;16;23;7
55263;Kœur-la-Grande;245500327;D55;R44;1;1;7;4;6;17;16;7;19;2;;3;3;3;9;2;17;16;12;17;2
55264;Kœur-la-Petite;245500327;D55;R44;3;5;9;12;4;18;29;23;18;8;;2;2;10;17;10;14;25;24;25;1
55265;Labeuville;245501176;D55;R44;4;1;7;2;0;12;11;8;13;0;;2;1;10;10;6;8;23;6;11;2
55266;Lachalade;200066116;D55;R44;1;0;2;3;1;4;6;1;5;0;;0;0;1;3;1;7;7;3;3;2
55267;Lachaussée;200034874;D55;R44;7;5;5;15;6;23;37;17;16;4;;4;5;7;15;5;26;36;25;13;2
55268;Lacroix-sur-Meuse;245500327;D55;R44;12;15;19;31;22;60;77;42;52;17;;9;13;30;27;23;63;64;48;47;21
55269;Lahaymeix;200066140;D55;R44;0;1;2;1;2;6;4;7;9;2;;1;1;4;6;0;4;11;7;5;1
55270;Lahayville;200034874;D55;R44;0;0;0;3;1;1;1;3;3;0;;0;1;1;2;2;1;4;2;2;1
55271;Laheycourt;245501184;D55;R44;2;3;11;17;4;26;36;31;37;12;;4;7;12;18;8;24;40;28;40;5
55272;Laimont;245501184;D55;R44;5;7;18;14;9;28;44;33;46;11;;7;8;12;24;7;26;50;35;40;7
55274;Lamorville;200034874;D55;R44;1;5;9;6;7;25;32;17;28;6;;3;5;13;12;7;22;26;29;27;8
55275;Lamouilly;200066132;D55;R44;2;1;4;2;4;9;4;4;10;4;;0;2;1;6;3;9;6;6;7;1
55276;Landrecourt-Lempire;200066165;D55;R44;3;8;10;8;4;24;20;9;20;3;;3;8;12;7;5;21;23;11;13;5
55278;Laneuville-au-Rupt;200066157;D55;R44;4;2;7;23;1;13;23;11;13;5;;1;4;8;5;9;15;21;13;10;6
55279;Laneuville-sur-Meuse;200066132;D55;R44;8;7;18;20;8;42;33;32;40;20;;10;12;16;28;10;32;36;30;33;10
55280;Lanhères;245501242;D55;R44;0;0;3;3;4;3;3;7;3;2;;0;1;1;3;3;3;7;3;5;1
55281;Latour-en-Woëvre;245501176;D55;R44;3;3;4;1;3;10;7;6;4;5;;2;0;7;4;5;11;9;6;5;0
55282;Lavallée;200066140;D55;R44;2;3;0;1;1;10;11;7;6;2;;1;2;4;10;3;4;13;6;4;3
55284;Lavincourt;200066108;D55;R44;1;1;3;2;1;11;7;7;3;1;;2;2;2;1;1;9;8;4;4;2
55285;Lavoye;200066140;D55;R44;2;3;2;9;2;9;20;13;11;8;;1;3;2;11;3;9;17;13;10;5
55286;Lemmes;200066165;D55;R44;4;5;9;12;9;25;18;17;12;0;;5;9;13;13;9;20;24;14;18;1
55288;Lérouville;200066157;D55;R44;26;29;55;66;39;116;142;96;114;53;;23;26;45;54;48;114;128;110;103;22
55289;Levoncourt;200066140;D55;R44;1;1;4;1;2;5;6;3;4;0;;0;3;2;3;1;4;7;4;5;1
55290;Lignières-sur-Aire;200066140;D55;R44;0;2;2;1;0;5;5;4;1;4;;0;1;2;2;2;2;12;7;1;1
55291;Ligny-en-Barrois;200033025;D55;R44;29;47;122;151;112;280;326;267;483;277;;36;52;103;173;143;260;320;268;356;103
55292;Liny-devant-Dun;200066132;D55;R44;4;5;5;11;9;12;17;12;16;4;;1;8;3;8;8;17;18;14;11;6
55293;Lion-devant-Dun;200066132;D55;R44;4;4;4;8;7;15;14;13;12;4;;3;6;5;8;7;20;11;15;13;1
55295;Lisle-en-Barrois;200066140;D55;R44;0;0;3;4;0;1;4;3;3;0;;0;0;0;1;1;4;3;3;2;0
55296;L'Isle-en-Rigault;200066108;D55;R44;5;6;15;10;17;38;48;37;42;24;;4;6;18;17;13;38;38;48;39;12
55297;Lissey;200066173;D55;R44;0;0;3;5;1;8;12;5;9;2;;5;2;4;7;2;8;20;9;8;1
55298;Loisey;200033025;D55;R44;8;4;10;12;3;24;29;23;11;13;;4;9;14;12;11;31;29;20;19;8
55299;Loison;200066173;D55;R44;0;5;4;12;3;11;15;6;7;1;;1;1;8;11;2;7;13;4;7;2
55300;Longeaux;200033025;D55;R44;3;1;7;14;2;17;27;13;20;7;;1;1;11;11;6;15;29;18;15;6
55301;Longchamps-sur-Aire;200066140;D55;R44;0;2;3;2;2;9;14;3;15;8;;2;4;2;7;4;7;14;9;7;8
55302;Longeville-en-Barrois;200033025;D55;R44;16;18;21;40;25;72;116;102;123;41;;11;11;29;41;39;72;93;98;114;32
55303;Loupmont;200034874;D55;R44;0;2;2;1;0;5;6;8;9;5;;0;0;0;0;2;5;5;11;11;1
55304;Louppy-le-Château;200066140;D55;R44;4;6;2;8;1;9;15;12;15;9;;0;1;2;7;2;13;12;19;14;8
55306;Louppy-sur-Loison;245501259;D55;R44;0;4;3;5;2;13;13;10;4;4;;3;2;6;2;2;12;11;12;3;4
55307;Louvemont-Côte-du-Poivre;200049187;D55;R44;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0
55310;Luzy-Saint-Martin;200066132;D55;R44;2;3;1;3;6;7;9;5;12;7;;2;3;2;4;6;11;9;5;13;4
55311;Maizeray;245501176;D55;R44;0;0;1;0;0;4;1;3;1;1;;0;0;0;2;2;2;3;5;3;1
55312;Maizey;245500327;D55;R44;0;3;6;4;5;9;18;9;19;4;;1;3;2;11;3;10;18;18;19;3
55313;Malancourt;200066116;D55;R44;1;2;5;1;3;7;5;7;2;3;;1;1;1;1;2;5;8;7;3;2
55315;Mandres-en-Barrois;200066108;D55;R44;3;2;4;2;0;10;8;13;8;9;;0;1;3;4;7;9;8;15;8;3
55316;Mangiennes;200066173;D55;R44;9;14;16;21;9;42;34;23;20;17;;10;7;21;30;8;35;42;20;25;3
55317;Manheulles;245501176;D55;R44;3;5;7;9;8;15;16;6;9;4;;0;2;6;4;2;12;11;13;9;1
55320;Marchéville-en-Woëvre;245501176;D55;R44;0;1;2;2;3;5;6;5;4;5;;2;0;3;3;2;3;7;6;4;4
55321;Marre;200049187;D55;R44;1;2;7;6;5;19;15;14;4;5;;6;4;9;5;6;19;16;14;10;2
55322;Marson-sur-Barboure;200066157;D55;R44;0;2;5;1;0;6;2;3;6;1;;0;3;1;2;0;4;4;3;7;1
55323;Martincourt-sur-Meuse;200066132;D55;R44;0;3;1;4;5;4;8;2;4;3;;0;2;3;3;2;9;5;3;5;1
55324;Marville;245501259;D55;R44;5;8;11;15;19;37;62;42;36;23;;8;9;16;15;17;37;50;61;36;10
55325;Maucourt-sur-Orne;245501242;D55;R44;0;1;1;2;0;2;8;3;4;3;;0;1;1;1;4;4;6;4;5;1
55326;Maulan;200066108;D55;R44;1;3;6;4;1;7;10;5;14;2;;0;2;2;6;6;8;13;7;10;1
55327;Mauvages;200066108;D55;R44;1;4;9;14;6;17;33;19;9;12;;5;5;11;7;9;27;27;18;13;2
55328;Maxey-sur-Vaise;200066157;D55;R44;4;5;5;12;8;24;27;21;24;7;;6;5;9;10;7;34;26;21;22;7
55329;Mécrin;200066157;D55;R44;3;0;3;5;6;19;25;16;18;10;;3;3;5;12;2;26;18;26;12;1
